id	document	label
115	코로나 때문에 나라 코로나 겪 진짜 간 정부 문제 생각 출산 감소 돈벌기 쏟 남녀갈등 남녀갈등 갈등 문제 여자 가족 부 기관 저출산 문제 여자 출산 기계 허울 좋은 소리 출산 여자 짐 지 행위 생각 여자 고통 속 애낳기 생각 너무많다 배 불편 애낳기 후유증 있다 남자 여자 케어 돈벌기 병역의무 있다 남자 여자 힘내 결혼 생활 출산 정부 딴소리 남녀갈등 조장 사랑 비율 줄어드 출산 정부	115
116	와중 여친 살인 사건 뉴스 검색 여친 살해 데이트 폭력 살인 폭력 우울 학대 여자 남자 믿 사귀 결혼 인터넷 여자 남녀갈등 여자 대상 범죄 넘쳐나 현실 회사 곳 여자 차별 지키 생명	116
117	저출산 출산 대한민국 성비 균형 남자 초과 남자 초과 남자 초과 추산 대한민국 거주 외노 인구 여자 젊은세대 인구 없다 내수 시장 폭 기업 중견 기업 도산	117
118	리드 소리 그만두 육아 육아휴직 눈치보 비교 남자 비교 애기 그러 엄마 엄마 관두 맞벌이 가정 어린이집 교실 도우미 선생 돈벌기 직장 부부 끝나 관두 여자 관두 경우 많이 그러 남편 아내 관두 바라	118
119	유교문화 남녀갈등 구분 없다 남녀갈등 경제 활동 다라 육아 지원 맞벌이 남자 어렵 직종 도전 여자 급여 일 인문 예술 육아 지원 여자 이공 지원 남자 떨어지 컴퓨터 건설 엔지니어링 일 고되 급여 높은 직종 퇴사 높은 유교문화 직장 내 남녀갈등 차별 때문에 주변 둘러보 여자 징징대 일쑤 기본 일 싫다 특징 비교 직원 집 돌아가 아내 독박육아 육아 같은 이상 소리 들어가 압박 결혼 독박육아 경제 활동 아내 결혼정보회사 여자 남자 바라 최소 연봉 얘기 남편 육아 집 값 얘기 나라 아파트 유교문화 여자 남자 오 여자 오 사회 인식 생각 인식 변화 여자 불리 남자 불리 없다 남자 독박육아 육아 가정주부 사회 루저 결혼 연애 치열 비교 사회 몸 던지 집 돈벌기 갖 가정주부 독박육아 육아 인생 과제 남녀갈등 경제 활동 유교문화 치 문제 해결 쉽	119
120	이유 남자 월급 때문에	120
121	여자 결혼 애낳기 집 순 남자 수도권집중 억대 결혼 자금 결혼 고통	121
122	연애 선택 여자 있다 결혼 선택 남자 있다	122
123	핑계 드라마 대한민국 남자 퍼 호구 주제 바라 많이 녀	123
124	여자 마인드 변화 남자 희생 요구 사회 여자 남자 개꿀	124
125	임산부 대우 좋은 임산부 여자 마이너스 이유 없다 경력단절 가사노동 분담 음식점 카페 노 키즈 존 늘어나 추세 극단주의 세력 때문에 배려 인식 좋은 마당 남자 육아 육아휴직 비교 오지 비교 집값 오르 떨어지 이러 저러 남자 여자 애낳기 연애 윈 윈 아	125
126	현재 출산 휴가 대안 방법 대안 이야기 출산 남자 여자 직장 관두 육아 전념 유치원 들어가 시점 나라 지원금 형태 지급 유인 책 비교 유아기 케어 유치원 들어가 시점 보육 담당 유치원 운영 시간 오전 운영 보육 전액 나라 지원 형태 직장 직장인 탄력 근무 적용 대상자 법 소급 적용 형태 애낳기 육아 오 경제 부담 줄이 부모 경제 활동 시점 부모 근로 시간 부담 육아 도움 형태 있다 방법 생각 혹자 혈세 투입 다음 젊은세대 출산 노인 젊은세대 부양 나라 경 기여 점 생각	126
127	예전 프로 나라 남자 가시 참여 일본 중국 젊은세대 계산 노동 엄마 딸 판단	127
128	일론머스크 여자 남자 빌붙 사는게 분	128
129	문제 있다 마인드 자체 바뀌 키워드 출산 휴가 육아 육아휴직 임산부 노 키즈 존 잼 민 맘 충 등등 댓글 출산 육아 육아휴직 동료 눈칫밥 임산부 배려 석 있다 대다수 앉 인식 골칫거리 있다 귀엽 노 키즈 존 늘어나 얼마 엘베 청소년 대초 남자 잼 민 냄새 이러 조롱 목격 이래 애낳기 있다	129
130	친구 육아 육아휴직 여자 자리 취업 퇴사 남친 결혼 뻔 남친 육아 육아휴직 보장 곳 알아보 사회 남녀갈등 육아 육아휴직 비교 보이 남자 병역의무 높은 집값 여자 구세대 어머니 출산 육아 고통 아 애낳기 고통 생각 높은 교육비 대학 정원 따라가 인원	130
131	갠 생각 지적 수준 높은 출산 떨어지 같은 현재 한중일 아시아 외 서부 유럽 교육비 목 메 실정 지적 수준 높은 개인 간 자존 높은 바보 같은 행동 강간 같은 지적 수준 떨어지 범죄 과거 일어나 옛날 부모 젊은세대 급 젊은세대 분 사랑 즐기 유교문화 반 유교문화 준강간 임산부 임산부 된김 혼인 일 비일비재 당시 역사 많이 여자 억압 당 여히 사회 룰 성추행 이르 유교문화 만큼 인지 남자 범죄 인식 자각 출산 저조 옛날 범죄 인식 없다 반면 범죄자 몰리 유교문화 잉태	131
132	여자 이상 민주당 지지 남자 이상 국 힘 지지 애초 사상 극 극 결혼 사람 출생 이전 혼인 조명 미디어 정치 갈등 때문에 일 순위 원인 유임 여자	132
133	남자 양육 병역의무 면제 출산 도움 부족 병력 모병제 충당 일거 양득 같은 생각	133
134	집값 타령 집값 내려가 여자 집 출산 여자 의식 수준 높은 남자 과거 머무르 그러 아시아 현상 일어나 남자 우울 개조 이상 출산 기대 트	134
135	결혼 시댁 비교 명절 스트레스 뒷바라지 보수 남편 여자 딸 있다 사는게 그렇 덤비 딸 고생 양가 도움 독박육아 육아 제사 맞벌이 대세 출근 곳 없다 어린이집 어린이집 선생 편법 인기 많이 연령 선생 여자 어머니 희생 양가 도움 독박육아 육아 맞벌이 마시 답없다 아 변하 문제 시댁 문제 속 남자 주변 많이 얻 몸 마음 수도권집중 집 있다 수도권집중 사람 애낳기 집값 문제 지나가 마	135
136	남자 여자 집 핑계 해외 나가 놀 오 주변 나가 사는게 인거	136
137	생각 같은 중요 아시아 비교 심리 서구 개인주의 짙 비교 멋 부류 많이 반면 아시아 주변 스스로 비교 우위 갖 바라 자 오 부모 은연중 몸 베 유교문화 매체 발달 세계 비교 좋은 환경 전통 남자 경제력 여자 비교 경쟁력 비교 최고 조건 유교문화 비교 기준 없다 비교 우위 드러나 마련 눈 높은 남자 매혹 이성 매체 넘쳐나 주변 없다 여자 연봉 남자 상 주변 없다 신혼 최소 수도권집중 신축 아파트 시작 주변 시작 결혼 선택 있다 남녀갈등 밖 그렇 비교 탓 사회 탓	137
138	직장 워킹 맘 애낳기 생각 없다 어머님 아버님 선생 엄마 시간 게임 죽다 직장 있다 가정 분리 남자 가정 관련 관련 일 자유 전화 오 여자 가정 챙 김 대부분 부담 구습 눈앞	138
139	병역의무 법 없다 사람 세금 군인 무임 남자 짜증 나 법 대통령 여자 권한 없다	139
140	남자 애낳기	140
141	댓글 웃기 맞벌이 수익 근로 가정 육아 가사노동 여자 희생 남자 배려 없다 남자 일반 가사노동 육아 분담 남자 전체 묶	141
142	사회 문제 영화 루시 에도 나오 생명체 환경 번식 환경 좋은 진화 선택 아프리카 남미 굶 죽다 죽다 애낳기 여자 남자 비교 진화 투자 애낳기 키우기 정착 청춘 보내 교육비 육아 개구 라다 본인 미혼 생각 초반 애낳기 자식 인하 본인 인생 결정 지 진심 원하	142
143	애낳기 사람 여자 사실 일본 여자 인권 바닥 한국 마찬가지 임산부 순간 여자 직장 사람 많이 남자 여자 몫 벌지 예전 남자 남자 혼자 가족 부양 그러 가부장	143
144	남자 원인 찾 서구 유럽 근본 해결책 찾아내 출생 높히 의견 동아시아 갖 근본 문제 일본 문제 넘기 사는게 고통 집 없다 소리 남자 출산 있다 그날 출생 일 없다 한국 출생 저하 문제 애낳기 사람 비교 선호 사상 때문에 기형 성비 차 있다 인 출생 줄다 전체 출생 가능 인구 줄다 듬 가능 인구 줄다 여자 교육비 수준 높은 차별 인권 격차 남자 기득 여자 차별 기업 은행 채용 성비 기함 정도 기혼 가임 여자 차별 회사 차별 전업주부 애낳기 독박육아 육아 가사노동 남자 여자 일 보육 지원 배려 줄다 회사 없다 남녀갈등 차별 사회 여자 안전 사회 아동 보호 차 달리 개지랄 남자 투성이 국가 아동 학대 아동 범죄 남자 위주 성인 배려 처벌 방조 사법 행정 위험 속 차별 받는 키우기 애낳기 여자 남녀갈등 차별 없애 기득 같은 손해 같은 소리 여자 교육비 수준 낮추 헛소리 미혼모 미혼 부 지원 정책 쥐똥 없다	144
145	전쟁 환경 남녀갈등 이용 언론 매체 때문에 억지 워 딩 청소년 피해망상증 확신 남자 역차 남녀갈등 더럽 마음 부추기 여자 보상 사상 정치 언론 만들어야 가식 패러다임 문제	145
146	애낳기 사람 불행 애낳기 감성 팔 변명 먹고살기 사는게 사는게 부양 키우기 수입 줄어들 키우기 돈벌기 외 벌이 키우기 고통 육아 부모 희생 주변 결혼 애낳기 커플 커플 있다 나머지 애낳기 꿈 여자 나이 먹고살기 생식 가사노동 떨어지 우울 키우기 키우기 같은 사람 키우기 죽다 살아가 사람 없다 애낳기 망설이 부부 많이 결혼 성공 사이 남자 결혼 사람 많이 자유 혼자 좋은 생각 없다 결혼 자격 준비 생각	146
147	글 남자 애낳기 웃 김	147
148	가부장 문화 남자 미 결혼 애낳기	148
149	부 없애 출산 올라가 이때 여자 혜택 남자 출산 해결	149
150	유럽 결혼 동거 애낳기 커플 많이 이상 취급 그렇 출산 전제 결혼 결혼 남자 집 여자 대부분 돈벌기 부담 사회 분위기 있다 결혼 사랑 사람 간 일 서양 나라 집안 단위 일 생각 때문에 생각 남자 본인 가사노동 부족 결혼 생각 만들어야 여자 상대방 가사노동 부족 본인 결혼 생각 만드 같은 실제 조사 자료 미혼 남자 여자 결혼 이유 통계 있다 본인 결혼 어렵 경제 부담 일 문제 생각	150
151	출산 나아지 기르 엄마 출산 잘리 보호 정책 일 동안 케어 시스템 있다 예전 여자 가정일 인하 소득 가사노동 남자 보장 맞벌이 사는게 남음 유교문화 젊은세대 여자 어머니 유교문화 가정 희생 참 바 애낳기 맘 충 맘 충 급 식충 노 키즈 존 차별 애낳기 바라 이기 문제 배 교육비 집값 얘기 문제 문제 정작 애낳기 결정 주체 젊은세대 여자 애낳기 이익 받는 잘리 유지	151
152	대한민국 결혼 키우기 힘 듬 결혼 아이러니 수도권집중 있다 결혼 없다 사는게 사는게 와이프 시집보내 비교 남자 연애 사는게 그러 갖 있다 애기 아빠 사는게 가능 높은 애기	152
153	일본 여자 육아 육아휴직 순간 이유 만들어야 짤리 사내 메임 남자 육아 육아휴직 짓 금기 애낳기 결혼 부부 많이	153
154	인터넷 남녀갈등 조장 요새 남자 여자 먹고살기 사는게 자유 여행 다니 취미 생활 삶 공부 어떻 사는게 세상 입 소리 사는게 결혼 이 생각	154
155	애초 미래 남녀갈등 결혼 혜택 남자 여자 여자 남자 결혼 있다 대가리 소리 일처다부제	155
156	소방 설비 기사 공부 여자 나 남자 결혼 결혼 떨어지 여자 배우 전문 일 돈벌기 받는 결혼 결국 돌보 쌓 커리어 겨 애낳기 당장 댓글 회사 다니 임산부 비교 좋은	156
157	여자 취업 오르 출산율 떨어지 기본 여자 비교 남자 만나 결혼 때문에 여자 소득 수준 올라가 남자 떨어지 마련 경력단절 문제 평등 문제 해결 문제 해결 출산 떨어뜨리 올라가	157
158	앞 결혼 나이 대의 남녀갈등 성비 와중 남자 여자 미혼 맞벌이 선택 확률 높은 보도 답없다 없다 그러 여아 낙태 비교 선호 사상 치열 여아 낙태 많이 아시아 국가 출생 운운 양심	158
159	이유 매스컴 약물 담배 알콜 남자 문제 여자 늘어나 남자 여자 구분 역할 망치 대중 매체 나라 망치 기본 대중 매체 사행 조장 매체 가능	159
160	남자 대출 경기도 있다 결혼 고민 자식 집 있다	160
161	생각 출산 독임 선택지 두 젊은세대 여자 절대다수 병역의무 뻔하 그러 여자 사회 진출 초혼 연령 너무많다 나라 남녀갈등 혼인 연령 남자 연상 남자 병역의무 사회 진출 늦 만약 여자 병역의무 여자 결혼 나이 노산 직결 결론 해결 병역의무 여자 결혼 출산	161
162	문단 공감 바 있다 사회 핵가족화 진행 사회 통념 형성 앞 문제 여자 혼인 임산부 출산 직장 그만두 임금 받는 부분 말씀 같은 시간 남자 가정 부양 많이 시간 노동 할애 많이 돈벌기 통계청 자료 따르 전체 노동자 남자 여자 평균 노동 시간 가량 많이 이유 배경 때문에 생각 일 매진 여자 경력단절 일 이해 직업 부분 원문 설명 부족 노동자 유념 얘기 바케 부분 고려 예 야근 남자 가장 케이스 보단 표본 전업 주부 남자 존재 마지막 그렇 때문에 혼인 출산 바닥 기 생각 책임지 세상 출산 결혼 엄두 내 요약 결국 애낳기 키우기 일 일 아내 남편 협력 과업 생각 시간 육아 시간 절대 지표 문제 복합 원인 나타나 현상 부분 이해 남편 일터 가정 사랑 아내 자식 시간 가지	162
163	노동 시간 여자 많이 육아 가사노동 시간 높은 전체 노동 시간 많이 맞벌이 부부 육아 어려움 겪 육아 집안일 여자 몫 편견 여자 사실 여자 시가 비교 아들 집안 청소 시부모 며느리 좋은 있다 회사 여자 결혼 출산 육아 계산 여자 사회 진출 제한 걸 노동 시간 줄이 임금 가지 임금 시간 있다 여자 육아 가사노동 여자 여자 직장 노동 시간 남자 직업 시간 있다 모두 야간 뛰 스트레스 시간 가지 분유 밥 일 남자 태반 여자 육아 가사노동 시간 얽매 시간 없다 시간 정도 일 남자 있다 사람 행복 가정 없다 존재 만들어야 독신 님 댓글 빌 의견	163
164	옛날 유교문화 남자 가사노동 노동 육아 젊은세대 주위 그렇	164
165	애낳기 좋은 환경 여자 환경 남자 죽다 깨 애낳기 생명 창조 여자 있다 남자 기분 폐지 여자 우습 아 정치 나라 여자 차별	165
166	여자 노예 아 거지 남자	166
